taxon,family,genus,species,transect,type,volume.m3,total.length.mm,Habitat,Habitat.verbose
Diaphus sp.,Myctophidae,Diaphus,sp.,114,Inside,452.8,10,Deep-water,Mesopelagic
Diaphus sp.,Myctophidae,Diaphus,sp.,114,Inside,452.8,7,Deep-water,Mesopelagic
Unk.Holocentrid,Holocentridae,Unk.Holocentrid,,114,Inside,452.8,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Exocoetus monocirrhus,Exocoetidae,Exocoetus,monocirrhus,114,Inside,452.8,6,Epipelagic,Epipelagic-oceanic
Unk.Myctophid,Myctophidae,Unk.Myctophid,,114,Inside,452.8,3,Deep-water,Mesopelagic
Parupeneus pleurostigma,Mullidae,Parupeneus,pleurostigma,114,Inside,452.8,3,CoralReef,Reef-associated
Exocoetus monocirrhus,Exocoetidae,Exocoetus,monocirrhus,114,Inside,452.8,20,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,114,Inside,452.8,3,NA,NA
Parupeneus pleurostigma,Mullidae,Parupeneus,pleurostigma,114,Inside,452.8,4,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,114,Inside,452.8,4,CoralReef,Reef-associated
Diaphus sp.,Myctophidae,Diaphus,sp.,114,Inside,452.8,10,Deep-water,Mesopelagic
Canthidermis maculata,Balistidae,Canthidermis,maculata,114,Inside,452.8,5,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,7,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,114,Inside,452.8,7,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,114,Inside,452.8,3,CoralReef,Reef-associated
Unk.Myctophid,Myctophidae,Unk.Myctophid,,114,Inside,452.8,4,Deep-water,Mesopelagic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,114,Inside,452.8,10,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,114,Inside,452.8,4,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,114,Inside,452.8,2,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,114,Inside,452.8,7,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,114,Inside,452.8,4,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,114,Inside,452.8,2,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,114,Inside,452.8,2,CoralReef,Reef-associated
Seriola rivoliana,Carangidae,Seriola,rivoliana,114,Inside,452.8,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,114,Inside,452.8,3,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Caranx melampygus,Carangidae,Caranx,melampygus,114,Inside,452.8,5,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,114,Inside,452.8,5,NA,NA
Unk.Istiophorid,Istiophoridae,Unk.Istiophorid,,114,Inside,452.8,3,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,114,Inside,452.8,2,NA,NA
Unk.Exocoetid,Exocoetidae,Unk.Exocoetid,,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,114,Inside,452.8,6,NA,NA
Canthidermis maculata,Balistidae,Canthidermis,maculata,114,Inside,452.8,3,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,114,Inside,452.8,8,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,114,Inside,452.8,3,NA,NA
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,114,Inside,452.8,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,114,Inside,452.8,6,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,114,Inside,452.8,5,CoralReef,Reef-associated
Caranx melampygus,Carangidae,Caranx,melampygus,114,Inside,452.8,6,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,114,Inside,452.8,9,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,114,Inside,452.8,3,NA,NA
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,114,Inside,452.8,2,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,114,Inside,452.8,2,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,114,Inside,452.8,2,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,114,Inside,452.8,6,CoralReef,Reef-associated
Scomberoides lysan,Carangidae,Scomberoides,lysan,114,Inside,452.8,10,CoralReef,Reef-associated
Exocoetus volitans,Exocoetidae,Exocoetus,volitans,114,Inside,452.8,4,Epipelagic,Epipelagic-oceanic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Parupeneus pleurostigma,Mullidae,Parupeneus,pleurostigma,114,Inside,452.8,2,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,114,Inside,452.8,3,NA,NA
Diaphus sp.,Myctophidae,Diaphus,sp.,114,Inside,452.8,10,Deep-water,Mesopelagic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Exocoetus volitans,Exocoetidae,Exocoetus,volitans,114,Inside,452.8,5,Epipelagic,Epipelagic-oceanic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,114,Inside,452.8,2,CoralReef,Reef-associated
Exocoetus volitans,Exocoetidae,Exocoetus,volitans,114,Inside,452.8,6,Epipelagic,Epipelagic-oceanic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,114,Inside,452.8,6,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,114,Inside,452.8,3,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Unk.Mullid,Mullidae,Unk.Mullid,,114,Inside,452.8,2,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,114,Inside,452.8,3,NA,NA
Unknown,Unknown,Unknown,,114,Inside,452.8,4,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,114,Inside,452.8,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Exocoetus volitans,Exocoetidae,Exocoetus,volitans,114,Inside,452.8,7,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,114,Inside,452.8,3,NA,NA
Canthidermis maculata,Balistidae,Canthidermis,maculata,114,Inside,452.8,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,114,Inside,452.8,3,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,114,Inside,452.8,6,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,115,Outside,404.9,5,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,115,Outside,404.9,5,CoralReef,Reef-associated
Cheilopogon sp.,Exocoetidae,Cheilopogon,sp.,115,Outside,404.9,11,Epipelagic,Epipelagic-oceanic
Unk.Myctophid,Myctophidae,Unk.Myctophid,,115,Outside,404.9,6,Deep-water,Mesopelagic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,115,Outside,404.9,5,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,115,Outside,404.9,5,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,115,Outside,404.9,3,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,115,Outside,404.9,2,NA,NA
Unk.Istiophorid,Istiophoridae,Unk.Istiophorid,,115,Outside,404.9,6,Epipelagic,Epipelagic-oceanic
Unk.Mullid,Mullidae,Unk.Mullid,,115,Outside,404.9,6,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,115,Outside,404.9,5,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,115,Outside,404.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,115,Outside,404.9,14,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,115,Outside,404.9,4,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,115,Outside,404.9,12,Epipelagic,Epipelagic-neritic
Abudefduf vaigiensis,Pomacentridae,Abudefduf,vaigiensis,115,Outside,404.9,3,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,115,Outside,404.9,5,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,115,Outside,404.9,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,115,Outside,404.9,15,Epipelagic,Epipelagic-neritic
Abudefduf vaigiensis,Pomacentridae,Abudefduf,vaigiensis,115,Outside,404.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,115,Outside,404.9,4,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,115,Outside,404.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,115,Outside,404.9,3,Epipelagic,Epipelagic-neritic
Unk.Mullid,Mullidae,Unk.Mullid,,115,Outside,404.9,10,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,115,Outside,404.9,13,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,115,Outside,404.9,6,Epipelagic,Epipelagic-neritic
Caranx melampygus,Carangidae,Caranx,melampygus,115,Outside,404.9,5,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,115,Outside,404.9,6,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,115,Outside,404.9,3,NA,NA
Unknown,Unknown,Unknown,,115,Outside,404.9,4,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,115,Outside,404.9,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,6,Epipelagic,Epipelagic-neritic
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,116,Inside,480.9,6,Epipelagic,Epipelagic-oceanic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,14,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,8,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,5,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,116,Inside,480.9,5,CoralReef,Reef-associated
Hyporhamphus acutus,Hemiramphidae,Hyporhamphus,acutus,116,Inside,480.9,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,10,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,4,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,116,Inside,480.9,7,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,6,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,116,Inside,480.9,3,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,6,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,116,Inside,480.9,3,CoralReef,Reef-associated
Chanos chanos,Chanidae,Chanos,chanos,116,Inside,480.9,12,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,116,Inside,480.9,3,Epipelagic,Epipelagic-neritic
Hyporhamphus acutus,Hemiramphidae,Hyporhamphus,acutus,116,Inside,480.9,5,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,116,Inside,480.9,6,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,116,Inside,480.9,4,NA,NA
Unknown,Unknown,Unknown,,117,Outside,480.9,3,NA,NA
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,117,Outside,480.9,4,CoralReef,Reef-associated
Unk.Myctophid,Myctophidae,Unk.Myctophid,,117,Outside,480.9,5,Deep-water,Mesopelagic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,117,Outside,480.9,3,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,117,Outside,480.9,4,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,117,Outside,480.9,3,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,117,Outside,480.9,1,NA,NA
Unk.Mullid,Mullidae,Unk.Mullid,,117,Outside,480.9,2,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,117,Outside,480.9,2,CoralReef,Reef-associated
Unk.Carangid,Carangidae,Unk.Carangid,,117,Outside,480.9,3,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,117,Outside,480.9,6,CoralReef,Reef-associated
Unk.Carangid,Carangidae,Unk.Carangid,,117,Outside,480.9,3,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,117,Outside,480.9,2,CoralReef,Reef-associated
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,117,Outside,480.9,4,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,118,Inside,247.2,5,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Aluterus scriptus,Monacanthidae,Aluterus,scriptus,118,Inside,247.2,46,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,118,Inside,247.2,5,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Unk.Myctophid,Myctophidae,Unk.Myctophid,,118,Inside,247.2,9,Deep-water,Mesopelagic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hyporhamphus acutus,Hemiramphidae,Hyporhamphus,acutus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,14,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Aluterus scriptus,Monacanthidae,Aluterus,scriptus,118,Inside,247.2,49,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,118,Inside,247.2,5,NA,NA
Hyporhamphus acutus,Hemiramphidae,Hyporhamphus,acutus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,14,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,7,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,14,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,118,Inside,247.2,5,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,118,Inside,247.2,19,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,11,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,118,Inside,247.2,6,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
